Target,Source,Weight,Type
S. Kumar,B. Garrett,1,Undirected
Ming Lin,B. Garrett,1,Undirected
S. Kumar,W. Garrett,1,Undirected
Ming Lin,W. Garrett,1,Undirected
Dinesh Manocha,W. Garrett,1,Undirected
Dinesh Manocha,A. Lastra,1,Undirected
S. Kumar,A. Lastra,1,Undirected
V. K. Prasanna Kumar,D. I. Reisis,1,Undirected
Franco P. Preparata,H. T. Kung,1,Undirected
F. Luccio,H. T. Kung,1,Undirected
Franco P. Preparata,F. Luccio,1,Undirected
Franz-Erich Wolter,Richard Kunze,1,Undirected
Richard Kunze,Thomas Rausch,1,Undirected
Franz-Erich Wolter,Thomas Rausch,2,Undirected
W. Kuperberg,G. Kuperberg,1,Undirected
K. Kuratowski,A. Mostowski,1,Undirected
K. Kuroda,H. Tanemura,1,Undirected
W. A. Davis,Y. Kurozumi,1,Undirected
Takao Nishizeki,Yoshiyuki Kusakari,3,Undirected
Hitoshi Suzuki,Yoshiyuki Kusakari,2,Undirected
R. Ostrovsky,E. Kushilevitz,1,Undirected
Y. Rabani,E. Kushilevitz,1,Undirected
B. C. Kuttner,D. S. Majcher,1,Undirected
P. B. Snedecor,D. S. Majcher,1,Undirected
B. C. Kuttner,P. B. Snedecor,1,Undirected
Sabine Stifter,B. Kutzler,2,Undirected
T. Kanade,I. S. Kweon,1,Undirected
Yoshiaki Kyoda,Keiko Imai,2,Undirected
Johannes A. La Poutre,J. van Leeuwen,1,Undirected
E. H. L. Aarts,P. J. M. van Laarhoven,1,Undirected
Jean-Marie Laborde,Franck Bellemain,1,Undirected
Bernard Lacolle,N. Szafran,1,Undirected
N. Szafran,P. Valentin,1,Undirected
Bernard Lacolle,P. Valentin,1,Undirected
Matthias J. Fischer,R. E. Ladner,1,Undirected
N. Prabhu,J. A. Reeds,1,Undirected
J. A. Reeds,J. C. Lagarias,2,Undirected
N. Prabhu,J. C. Lagarias,1,Undirected
L. L. Schumaker,M. J. Lai,1,Undirected
S.-S. Wei,T.-H. Lai,1,Undirected
W. B. Trumbore,D. H. Laidlaw,1,Undirected
John F. Hughes,D. H. Laidlaw,1,Undirected
John F. Hughes,W. B. Trumbore,1,Undirected
J. T. Schwartz,Haim J. Wolfson,1,Undirected
Haim J. Wolfson,Y. Lamdan,3,Undirected
J. T. Schwartz,Y. Lamdan,1,Undirected
Bradford G. Nickerson,Michael G. Lamoureux,1,Undirected
Joseph D. Horton,Michael G. Lamoureux,1,Undirected
Joseph D. Horton,Bradford G. Nickerson,1,Undirected
Dominique Michelucci,H. Lamure,1,Undirected
P.-T. Lan,L.-L. Chen,1,Undirected
D. Gemmill,L.-L. Chen,1,Undirected
S.-Y. Chou,P.-T. Lan,1,Undirected
S.-Y. Chou,D. Gemmill,1,Undirected
P.-T. Lan,D. Gemmill,1,Undirected
Uzi Vishkin,Gad M. Landau,2,Undirected
Gary L. Miller,S. Landau,2,Undirected
B. Magedson,M. Rarick,1,Undirected
J. M. Lane,M. Rarick,1,Undirected
J. M. Lane,B. Magedson,1,Undirected
J. T. Whitted,L. C. Carpenter,1,Undirected
J. M. Lane,L. C. Carpenter,1,Undirected
J. F. Blinn,L. C. Carpenter,1,Undirected
J. T. Whitted,J. M. Lane,1,Undirected
J. T. Whitted,J. F. Blinn,1,Undirected
J. M. Lane,J. F. Blinn,1,Undirected
J. M. Lane,R. Riesenfeld,1,Undirected
J. M. Lane,R. R. Riesenfeld,1,Undirected
U. Wendt,R. Ray,1,Undirected
Michiel H. M. Smid,R. Ray,1,Undirected
K. Lange,R. Ray,1,Undirected
U. Wendt,Michiel H. M. Smid,1,Undirected
U. Wendt,K. Lange,1,Undirected
Michiel H. M. Smid,K. Lange,1,Undirected
F. Maisonneuve,C. Lantuejoul,1,Undirected
Y. Nobert,G. Laporte,1,Undirected
H. Mercure,G. Laporte,1,Undirected
H. Mercure,Y. Nobert,1,Undirected
Janos Pach,J. Torocsik,2,Undirected
Janos Pach,Jiri Matousek,4,Undirected
Janos Pach,D. G. Larman,1,Undirected
J. Torocsik,Jiri Matousek,1,Undirected
J. Torocsik,D. G. Larman,1,Undirected
Jiri Matousek,D. G. Larman,1,Undirected
L. L. Larmore,T. Przytycka,1,Undirected
L. L. Larmore,Baruch Schieber,2,Undirected
V. O. K. Li,R. C. Larson,1,Undirected
J. Zhang,M. Lassak,1,Undirected
Klaus Soukup,Harald Lauer,1,Undirected
Matthias Ettrich,Harald Lauer,1,Undirected
Klaus Soukup,Matthias Ettrich,1,Undirected
Jean-Paul Laumond,R. Alami,1,Undirected
R. M. Murray,M. Taix,1,Undirected
R. M. Murray,P. Jacobs,1,Undirected
R. M. Murray,Jean-Paul Laumond,1,Undirected
Derek Thompson,Robert Laurini,1,Undirected
B. M. Grossman,S. E. Laux,1,Undirected
others,Lavakusha,1,Undirected
P. G. Reddy,Arun K. Pujari,1,Undirected
Arun K. Pujari,Lavakusha,1,Undirected
P. G. Reddy,Lavakusha,1,Undirected
Leonidas J. Guibas,D. Lin,1,Undirected
Jean-Claude Latombe,D. Lin,1,Undirected
Steven M. LaValle,D. Lin,1,Undirected
Rajeev Motwani,D. Lin,1,Undirected
Leonidas J. Guibas,Steven M. LaValle,1,Undirected
Steven M. LaValle,Jean-Claude Latombe,1,Undirected
Rajeev Motwani,Steven M. LaValle,1,Undirected
Steven M. LaValle,Giora Slutzki,1,Undirected
Giora Slutzki,Borislav Simov,1,Undirected
Steven M. LaValle,Borislav Simov,1,Undirected
David Lavender,Adrian Bowyer,1,Undirected
John R. Woodwark,Adrian Bowyer,2,Undirected
David Lavender,Andrew Wallis,1,Undirected
David Lavender,John R. Woodwark,1,Undirected
David Lavender,James H. Davenport,1,Undirected
John R. Woodwark,Andrew Wallis,1,Undirected
John R. Woodwark,James H. Davenport,1,Undirected
G. Lawlor,F. Morgan,2,Undirected
Jean-Claude Latombe,A. Lazanas,2,Undirected
Gert Vegter,Michel Pocchiola,14,Undirected
Gert Vegter,Anne Verroust,1,Undirected
Gert Vegter,Francis Lazarus,1,Undirected
Michel Pocchiola,Anne Verroust,1,Undirected
Michel Pocchiola,Francis Lazarus,1,Undirected
Anne Verroust,Francis Lazarus,1,Undirected
Jean-Daniel Boissonnat,Michel Schmitt,1,Undirected
Olivier D. Faugeras,Michel Schmitt,1,Undirected
Michel Schmitt,E. Le Bras-Mehlman,1,Undirected
D. T. Lee,V. B. Le,1,Undirected
Pierre L'Ecuyer,?? Tezuka,1,Undirected
David P. Dobkin,P. Schroder,1,Undirected
David P. Dobkin,L. Cowsar,1,Undirected
David P. Dobkin,W. Swelden,1,Undirected
David P. Dobkin,A. W. F. Lee,1,Undirected
P. Schroder,L. Cowsar,1,Undirected
P. Schroder,W. Swelden,1,Undirected
P. Schroder,A. W. F. Lee,1,Undirected
L. Cowsar,W. Swelden,1,Undirected
A. W. F. Lee,L. Cowsar,1,Undirected
A. W. F. Lee,W. Swelden,1,Undirected
B. Lee,F. M. Richards,1,Undirected
D. T. Lee,C. C. Lee,1,Undirected
D. T. Lee,A. Lin,2,Undirected
D. T. Lee,I. M. Chen,1,Undirected
D. T. Lee,T. H. Chen,4,Undirected
C. D. Yang,T. H. Chen,4,Undirected
D. T. Lee,A. K. Lin,2,Undirected
N. Megiddo,D. T. Lee,1,Undirected
Franco P. Preparata,D. T. Lee,8,Undirected
Majid Sarrafzadeh,D. T. Lee,3,Undirected
D. T. Lee,B. J. Schachter,1,Undirected
D. S. Sheu,C.-F. Shen,1,Undirected
D. T. Lee,C.-F. Shen,1,Undirected
D. T. Lee,D. S. Sheu,1,Undirected
D. T. Lee,C. B. Silio,2,Undirected
D. T. Lee,Peter Yick Fai Wu,4,Undirected
C. C. Yang,D. T. Lee,2,Undirected
C. D. Yang,C. K. Wong,9,Undirected
Kyung-Yong Chwa,Jae-Ha Lee,4,Undirected
Jae-Hoon Kim,Chan-Su Shin,1,Undirected
Chan-Su Shin,Kyung-Yong Chwa,3,Undirected
Chan-Su Shin,Jae-Ha Lee,1,Undirected
Chan-Su Shin,Sung Yong Shin,1,Undirected
Jae-Hoon Kim,Kyung-Yong Chwa,1,Undirected
Jae-Hoon Kim,Jae-Ha Lee,1,Undirected
Jae-Hoon Kim,Sung Yong Shin,1,Undirected
Sung Yong Shin,Jae-Ha Lee,1,Undirected
R. C. T. Lee,S. C. Chang,1,Undirected
Y. H. Chin,S. C. Chang,1,Undirected
R. C. T. Lee,Y. H. Chin,1,Undirected
R. C. T. Lee,J. R. Slagle,1,Undirected
H. Blum,J. R. Slagle,1,Undirected
H. Blum,R. C. T. Lee,1,Undirected
R. C. T. Lee,R. C. Tsai,1,Undirected
S.-H. Lee,Kyung-Yong Chwa,2,Undirected
N. K. Shaw,A. de Pennington,1,Undirected
Y. T. Lee,A. de Pennington,1,Undirected
N. K. Shaw,Y. T. Lee,1,Undirected
Aristides A. G. Requicha,Y. T. Lee,2,Undirected
J. van Leeuwen,H. A. Maurer,1,Undirected
Mark H. Overmars,J. van Leeuwen,10,Undirected
Anneke A. Schoone,J. van Leeuwen,2,Undirected
Vincent Lefevre,Jean-Michel Muller,1,Undirected
P. A. Devijver,P. Lehert,1,Undirected
Greg Leibon,David Letscher,1,Undirected
C. E. Leiserson,F. Tom Leighton,1,Undirected
O. Nevalainen,T. Leipaelae,1,Undirected
C. E. Leiserson,F. Miller Maley,1,Undirected
C. E. Leiserson,C. A. Phillips,1,Undirected
C. E. Leiserson,Ron Y. Pinter,1,Undirected
A. L. Liestman,Thomas C. Shermer,2,Undirected
Steven P. Reiss,Moises Lejter,1,Undirected
Scott Meyers,Moises Lejter,1,Undirected
Jean-Michel Moreau,Christophe Lemaire,2,Undirected
P. Lemke,M. Werman,1,Undirected
A. Lempel,I. Cederbaum,1,Undirected
S. Even,I. Cederbaum,1,Undirected
A. Lempel,S. Even,2,Undirected
Chee-Keng Yap,Raimund Seidel,2,Undirected
William J. Lenhart,Raimund Seidel,2,Undirected
Subash Suri,Raimund Seidel,2,Undirected
Jorg-Rudiger Sack,Raimund Seidel,2,Undirected
Godfried T. Toussaint,Raimund Seidel,2,Undirected
Sue H. Whitesides,Raimund Seidel,2,Undirected
Micha Sharir,William J. Lenhart,2,Undirected
Micha Sharir,Jorg-Rudiger Sack,2,Undirected
Micha Sharir,Godfried T. Toussaint,2,Undirected
Micha Sharir,Sue H. Whitesides,2,Undirected
Chee-Keng Yap,Richard Pollack,2,Undirected
William J. Lenhart,Chee-Keng Yap,2,Undirected
Chee-Keng Yap,Jorg-Rudiger Sack,2,Undirected
Chee-Keng Yap,Godfried T. Toussaint,2,Undirected
Chee-Keng Yap,Sue H. Whitesides,2,Undirected
William J. Lenhart,Richard Pollack,2,Undirected
Richard Pollack,Subash Suri,2,Undirected
Jorg-Rudiger Sack,Richard Pollack,2,Undirected
Richard Pollack,Godfried T. Toussaint,2,Undirected
Richard Pollack,Sue H. Whitesides,2,Undirected
William J. Lenhart,Subash Suri,2,Undirected
William J. Lenhart,Jorg-Rudiger Sack,2,Undirected
William J. Lenhart,Godfried T. Toussaint,2,Undirected
Jorg-Rudiger Sack,Subash Suri,6,Undirected
Godfried T. Toussaint,Subash Suri,2,Undirected
Jorg-Rudiger Sack,Godfried T. Toussaint,6,Undirected
Jorg-Rudiger Sack,Sue H. Whitesides,3,Undirected
A. K. Lenstra,H. W. Lenstra,1,Undirected
Laszlo Lovasz,H. W. Lenstra,1,Undirected
A. K. Lenstra,Laszlo Lovasz,1,Undirected
Michael Shook,John S. Letcher,1,Undirected
S. T. Leutenegger,J. Edington,1,Undirected
Mario A. Lopez,J. Edington,1,Undirected
S. T. Leutenegger,Mario A. Lopez,1,Undirected
Jyrki Katajainen,Andrzej Lingas,1,Undirected
Christos Levcopoulos,Andrzej Lingas,18,Undirected
Christos Levcopoulos,Jorg-Rudiger Sack,4,Undirected
Christos Levcopoulos,Changyaw Wang,1,Undirected
Changyaw Wang,Andrzej Lingas,1,Undirected
Christos Levcopoulos,Michiel H. M. Smid,4,Undirected
Giri Narasimhan,Michiel H. M. Smid,9,Undirected
V. Levenstein,G. A. Kabatjansky,1,Undirected
J. S. Robinson,B. A. Lewis,1,Undirected
Harry R. Lewis,L. Denenberg,1,Undirected
M. A. Lavin,R. J. LeMaster,1,Undirected
H. Li,R. J. LeMaster,1,Undirected
M. A. Lavin,H. Li,1,Undirected
K. C. Sevcik,H. Li,1,Undirected
K.-H. Cheng,K. Li,1,Undirected
T.-Y. Li,J. A. Yorke,1,Undirected
Z. Li,S. Openshaw,1,Undirected
Y.-D. Liang,B. A. Barsky,1,Undirected
R. Lee,B.-C. Liaw,2,Undirected
N. Huang,B.-C. Liaw,2,Undirected
R. Lee,N. Huang,2,Undirected
M. A. Wesley,L. I. Lieberman,1,Undirected
Th. M. Liebling,L. Stauffer,1,Undirected
F. Margot,L. Stauffer,1,Undirected
A. Prodon,L. Stauffer,1,Undirected
D. Muller,L. Stauffer,1,Undirected
Th. M. Liebling,A. Prodon,1,Undirected
Th. M. Liebling,D. Muller,1,Undirected
F. Margot,A. Prodon,1,Undirected
F. Margot,D. Muller,1,Undirected
A. Prodon,D. Muller,1,Undirected
S. S. Iyengar,J. Lim,1,Undirected
S. S. Iyengar,S.-Q. Zheng,1,Undirected
S.-Q. Zheng,J. Lim,1,Undirected
J. A. Storer,J. Lin,1,Undirected
J.-H. Lin,Jeffrey Scott Vitter,4,Undirected
H. V. Jagadish,K.-I. Lin,1,Undirected
H. V. Jagadish,Christos Faloutsos,1,Undirected
Victor Pan,Y. Lin-Kriz,1,Undirected
John F. Canny,Ming C. Lin,2,Undirected
Dinesh Manocha,John F. Canny,2,Undirected
J. L. Schwing,R. Lin,1,Undirected
Stephan Olariu,R. Lin,1,Undirected
J. Zhang,R. Lin,1,Undirected
Chiuyuan Chen,S.-Y. Lin,1,Undirected
Y. Lin,Steven S. Skiena,2,Undirected
A. Buzo,R. M. Gray,1,Undirected
Y. Linde,R. M. Gray,1,Undirected
A. Buzo,Y. Linde,1,Undirected
A. M. Bruckstein,M. Lindenbaum,5,Undirected
Hanan Samet,M. Lindenbaum,2,Undirected
F. Yellin,T. Lindholm,1,Undirected
Andrzej Lingas,Asish Mukhopadhyay,1,Undirected
Ronald L. Rivest,A. Shamir,2,Undirected
Ron Y. Pinter,A. Shamir,2,Undirected
Andrzej Lingas,A. Shamir,2,Undirected
Ron Y. Pinter,Ronald L. Rivest,2,Undirected
Ronald L. Rivest,Andrzej Lingas,2,Undirected
Ron Y. Pinter,Andrzej Lingas,2,Undirected
Michael G. Luby,Michael E. Saks,1,Undirected
Nathan Linial,Michael E. Saks,2,Undirected
Michael E. Saks,D. Zuckerman,1,Undirected
Nathan Linial,Michael G. Luby,1,Undirected
Michael G. Luby,D. Zuckerman,1,Undirected
Nathan Linial,D. Zuckerman,1,Undirected
Ronald L. Rivest,Y. Mansour,2,Undirected
Nathan Linial,Y. Mansour,2,Undirected
Nathan Linial,Ronald L. Rivest,2,Undirected
Nathan Linial,O. Sasson,1,Undirected
Ioannis G. Tollis,P. Vocca,2,Undirected
P. Vocca,Giuseppe Liotta,2,Undirected
W. T. Liou,R. C. T. Lee,2,Undirected
W. T. Liou,J. J. M. Tan,1,Undirected
J. J. M. Tan,R. C. T. Lee,1,Undirected
Chuan-Yi Tang,W. T. Liou,1,Undirected
W. Lipski,L. Pagli,1,Undirected
C. Mugnai,L. Pagli,2,Undirected
Elena Lodi,L. Pagli,3,Undirected
F. Luccio,L. Pagli,3,Undirected
C. Mugnai,W. Lipski,1,Undirected
Elena Lodi,W. Lipski,1,Undirected
F. Luccio,W. Lipski,1,Undirected
C. Mugnai,Elena Lodi,2,Undirected
C. Mugnai,F. Luccio,2,Undirected
Elena Lodi,F. Luccio,2,Undirected
Christos H. Papadimitriou,W. Lipski,1,Undirected
Franco P. Preparata,W. Lipski,5,Undirected
M. Lipton,W. Still,1,Undirected
R. E. Miller,R. J. Lipton,1,Undirected
Stephen C. North,R. J. Lipton,2,Undirected
J. S. Sandberg,R. J. Lipton,1,Undirected
Stephen C. North,J. S. Sandberg,1,Undirected
Stephen C. North,R. Sedgewick,1,Undirected
R. Sedgewick,R. J. Lipton,2,Undirected
Robert E. Tarjan,R. J. Lipton,5,Undirected
D. J. Rose,R. J. Lipton,1,Undirected
Robert E. Tarjan,D. J. Rose,1,Undirected
Donald P. Greenberg,Filippo Tampieri,1,Undirected
Donald P. Greenberg,Dana Lischinski,1,Undirected
Filippo Tampieri,Dana Lischinski,1,Undirected
B. Smith,D. Lishinski,1,Undirected
Donald P. Greenberg,D. Lishinski,1,Undirected
B. Smith,Donald P. Greenberg,1,Undirected
F. F. Little,J. L. Schwing,1,Undirected
Thomas K. Peucker,J. J. Little,2,Undirected
Barry Joe,Anwei Liu,1,Undirected
D. M. Esterling,J. Fontdecaba,1,Undirected
C. Liu,D. M. Esterling,1,Undirected
E. Mosel,D. M. Esterling,1,Undirected
C. Liu,J. Fontdecaba,1,Undirected
E. Mosel,J. Fontdecaba,1,Undirected
C. Liu,E. Mosel,1,Undirected
Simeon Ntafos,Robin Liu,2,Undirected
S. Liu,K. Singhal,2,Undirected
V. Visivanathan,K. Singhal,1,Undirected
S. Liu,V. Visivanathan,1,Undirected
Rajit Gadh,Shang-Sheng Liu,1,Undirected
Y. Liu,R. Petreschi,2,Undirected
P. Marchioro,R. Petreschi,2,Undirected
Y. Liu,P. Marchioro,2,Undirected
Y. Liu,B. Simeone,3,Undirected
P. Marchioro,B. Simeone,1,Undirected
R. Petreschi,B. Simeone,1,Undirected
A. Morgana,B. Simeone,2,Undirected
Y. Liu,A. Morgana,2,Undirected
S. Arimoto,Y.-H. Liu,1,Undirected
H.-W. Shen,Christopher R. Johnson,1,Undirected
Y. Livnat,H.-W. Shen,1,Undirected
Y. Livnat,Christopher R. Johnson,1,Undirected
C.-Y. Lo,Jiri Matousek,2,Undirected
William L. Steiger,Jiri Matousek,2,Undirected
William L. Steiger,C.-Y. Lo,3,Undirected
Timothy J. Tautges,Rich A. Cairncross,1,Undirected
Randy R. Lober,Rich A. Cairncross,1,Undirected
Francisco Santos,Serkan Hosten,1,Undirected
Jesus A. de Loera,Serkan Hosten,1,Undirected
Bernd Sturmfels,Serkan Hosten,1,Undirected
Francisco Santos,Jesus A. de Loera,1,Undirected
Francisco Santos,Bernd Sturmfels,1,Undirected
Bernd Sturmfels,Jesus A. de Loera,2,Undirected
Jesus A. de Loera,R. Thomas,1,Undirected
Bernd Sturmfels,R. Thomas,1,Undirected
W. A. McNeely,I. P. Logan,1,Undirected
D. P. M. Wills,I. P. Logan,1,Undirected
I. P. Logan,J. J. Troy,1,Undirected
D. P. M. Wills,W. A. McNeely,1,Undirected
W. A. McNeely,J. J. Troy,1,Undirected
D. P. M. Wills,J. J. Troy,1,Undirected
N. Sreibl,A. W. Lohman,1,Undirected
Paresh Parikh,Rainald Lohner,1,Undirected
M. J. Longtin,D. Megherbi,1,Undirected
Dinesh Mehta,Mario A. Lopez,1,Undirected
Mario A. Lopez,S. Reisner,1,Undirected
Majid Sarrafzadeh,R. D. Lou,1,Undirected
D. T. Lee,R. D. Lou,1,Undirected
Michael C. Loui,others,1,Undirected
Laszlo Lovasz,Mario Szegedy,1,Undirected
Mario Szegedy,Janos Pach,3,Undirected
Laszlo Lovasz,Janos Pach,1,Undirected
M. D. Plummer,Laszlo Lovasz,1,Undirected
Laszlo Lovasz,H. E. Scarf,1,Undirected
Laszlo Lovasz,M. Simonovits,2,Undirected
Laszlo Lovasz,Y. Yemini,1,Undirected
Nathan Linial,Laszlo Lovasz,1,Undirected
Laszlo Lovasz,A. Wigderson,1,Undirected
T. Lozano-Perez,R. Taylor,1,Undirected
T. Lozano-Perez,M. T. Mason,1,Undirected
R. Taylor,M. T. Mason,1,Undirected
M. A. Wesley,T. Lozano-Perez,1,Undirected
Naji Mouawad,Anna Lubiw,1,Undirected
Anna Lubiw,N. Sleumer,1,Undirected
R. Phillips,P. Sarnak,2,Undirected
P. Sarnak,A. Lubotzky,2,Undirected
R. Phillips,A. Lubotzky,2,Undirected
D. Roelants van Baronaigien,J. Lucas,1,Undirected
F. Ruskey,J. Lucas,1,Undirected
D. Roelants van Baronaigien,F. Ruskey,1,Undirected
C. Wong,F. Luccio,1,Undirected
S. Mazzone,F. Luccio,1,Undirected
C. Wong,S. Mazzone,1,Undirected
Geppino Pucci,F. Luccio,1,Undirected
Andrea Pietracaprina,F. Luccio,1,Undirected
Carl Erikson,David Luebke,1,Undirected
David Luebke,C. Georges,1,Undirected
V. Ramachandran,G. S. Lueker,2,Undirected
N. Megiddo,G. S. Lueker,2,Undirected
V. Ramachandran,N. Megiddo,2,Undirected
D. E. Willard,G. S. Lueker,2,Undirected
W. L. Luken,Fuhua Cheng,1,Undirected
T. Skewis,V. J. Lumelsky,2,Undirected
K. Sun,V. J. Lumelsky,4,Undirected
S. Mukhopadhyay,V. J. Lumelsky,1,Undirected
K. Sun,S. Mukhopadhyay,1,Undirected
V. J. Lumelsky,A. A. Stepanov,2,Undirected
Mihalis Yannakakis,Carsten Lund,2,Undirected
A. T. Lundell,S. Weingram,1,Undirected
J. Luo,K. Miriyala,1,Undirected
Neal Young,F. Miller Maley,1,Undirected
Neal Young,Robert Lupton,1,Undirected
Robert Lupton,F. Miller Maley,1,Undirected
A. M. Lyakh,V. S. Mukhanov,1,Undirected
R. B. Kemp,V. S. Mukhanov,1,Undirected
A. M. Lyakh,R. B. Kemp,1,Undirected
T. Lyche,K. Morken,1,Undirected
Kelly A. Lyons,David H. Rappaport,7,Undirected
Kelly A. Lyons,Hank Meijer,4,Undirected
K. Booth,J. McDonald,1,Undirected
Thomas C. Shermer,G. McDonald,1,Undirected
G. Macedonio,M. T. Pareschi,1,Undirected
Q. F. Stout,P. D. MacKenzie,1,Undirected
Brendan Madden,P. Madden,1,Undirected
S. Powers,P. Madden,1,Undirected
M. Himsolt,P. Madden,1,Undirected
Brendan Madden,S. Powers,1,Undirected
Brendan Madden,M. Himsolt,1,Undirected
S. Powers,M. Himsolt,1,Undirected
Chee-Keng Yap,S. R. Maddila,1,Undirected
P. A. Koparkar,S. P. Madur,1,Undirected
H. Maehara,M. Homma,1,Undirected
T. Maekawa,N. M. Patrikalakis,7,Undirected
T. Maekawa,Franz-Erich Wolter,1,Undirected
W. D. Scott,E. R. Magnus,1,Undirected
C. C. Joyce,E. R. Magnus,1,Undirected
W. D. Scott,C. C. Joyce,1,Undirected
Hristo N. Djidjev,Anil Maheshwari,1,Undirected
Michiel H. M. Smid,Anil Maheshwari,1,Undirected
Norbert Zeh,Michiel H. M. Smid,1,Undirected
S. N. Maheshwari,P. C. P. Bhatt,3,Undirected
J. W. Morris,K. Hanson,1,Undirected
K. W. Mahin,K. Hanson,1,Undirected
J. W. Morris,K. W. Mahin,1,Undirected
S. C. Salveter,D. Maier,2,Undirected
H. G. Mairson,J. Stolfi,1,Undirected
P. J. Ainslie,T. E. Fuhrman,1,Undirected
F. N. Krull,T. E. Fuhrman,1,Undirected
M. A. Majewski,T. E. Fuhrman,1,Undirected
P. J. Ainslie,F. N. Krull,1,Undirected
P. J. Ainslie,M. A. Majewski,1,Undirected
M. A. Majewski,F. N. Krull,1,Undirected
Prosenjit Gupta,J. Schwerdt,2,Undirected
J. Makhoul,H. Gish,1,Undirected
S. Roucos,H. Gish,1,Undirected
J. Makhoul,S. Roucos,1,Undirected
S. Malitz,Achilleas Papakostas,2,Undirected
Albert L. Zobrist,Glenn K. Manacher,3,Undirected
L. A. McGeoch,D. D. Sleator,1,Undirected
M. S. Manasse,D. D. Sleator,1,Undirected
M. S. Manasse,L. A. McGeoch,1,Undirected
J. Nedoma,M. Manav,1,Undirected
M. Tompa,U. Manber,2,Undirected
P. Mandel,C. Chryssostomidis,1,Undirected
N. Lasudry,A. Mangen,1,Undirected
R. D. W. Wilson,M. Mani,1,Undirected
Derick R. Wood,H. Mannila,3,Undirected
Mikhail J. Atallah,J. Lozito,1,Undirected
Mikhail J. Atallah,K. Cudjoe,1,Undirected
Mikhail J. Atallah,R. Pacheco,1,Undirected
J. Lozito,K. Cudjoe,1,Undirected
J. Lozito,J. Manning,1,Undirected
J. Lozito,R. Pacheco,1,Undirected
K. Cudjoe,J. Manning,1,Undirected
K. Cudjoe,R. Pacheco,1,Undirected
J. Manning,R. Pacheco,1,Undirected
W. Wright,Y. Zhu,1,Undirected
Dinesh Manocha,Y. Zhu,1,Undirected
W. Wright,Dinesh Manocha,1,Undirected
J. Park,Y. Mansour,1,Undirected
Sandeep Sen,Y. Mansour,1,Undirected
Baruch Schieber,Y. Mansour,1,Undirected
J. Park,Sandeep Sen,1,Undirected
J. Park,Baruch Schieber,1,Undirected
Sandeep Sen,Baruch Schieber,1,Undirected
Godfried T. Toussaint,M. Mansouri,3,Undirected
M. J. Mantyla,R. Sulonen,1,Undirected
Uzi Vishkin,Y. Maon,1,Undirected
Baruch Schieber,Y. Maon,1,Undirected
J. Marasa,D. W. Matula,1,Undirected
H. Breu,S. S. Ravi,1,Undirected
D. J. Rosenkrantz,H. Breu,1,Undirected
H. Breu,Madhav V. Marathe,1,Undirected
H. Breu,H. B. Hunt,1,Undirected
Subash Suri,O. Marcotte,3,Undirected
J. T. Kent,J. M. Bibby,1,Undirected
K. V. Mardia,J. M. Bibby,1,Undirected
J. T. Kent,K. V. Mardia,1,Undirected
M. Maresca,H. Li,1,Undirected
L. Upson,A. Mariano,1,Undirected
David G. Kirkpatrick,J. J. Little,1,Undirected
David G. Kirkpatrick,D. M. Mark,1,Undirected
J. J. Little,D. M. Mark,2,Undirected
Christos H. Papadimitriou,X. Markenscoff,2,Undirected
L. Ni,X. Markenscoff,2,Undirected
Christos H. Papadimitriou,L. Ni,2,Undirected
M. A. Wesley,G. Markowsky,3,Undirected
D. Marr,H. K. Nishihara,1,Undirected
R. Subramonian,C. Martel,2,Undirected
A. Park,C. Martel,2,Undirected
R. Subramonian,A. Park,2,Undirected
J. K. Aggarwal,W. N. Martin,1,Undirected
I. Lico,J. DeLazzer,1,Undirected
Y. Martin,J. DeLazzer,1,Undirected
E. Danaher,J. DeLazzer,1,Undirected
M. G. Bures,J. DeLazzer,1,Undirected
I. Lico,Y. Martin,1,Undirected
I. Lico,E. Danaher,1,Undirected
I. Lico,M. G. Bures,1,Undirected
Y. Martin,E. Danaher,1,Undirected
M. G. Bures,Y. Martin,1,Undirected
M. G. Bures,E. Danaher,1,Undirected
P. Willet,Y. C. Martin,1,Undirected
M. G. Bures,Y. C. Martin,1,Undirected
M. G. Bures,P. Willet,1,Undirected
T. Martinetz,K. Schulten,1,Undirected
V. Soltan,H. Martini,1,Undirected
V. N. Martynchik,N. Metelski,1,Undirected
Derick R. Wood,V. N. Martynchik,1,Undirected
Derick R. Wood,N. Metelski,1,Undirected
Tomonari Masada,Keiko Imai,2,Undirected
Tomonari Masada,Hiroshi Imai,2,Undirected
P. O. Anderson,J. Maserjian,1,Undirected
J. K. Salisbury,M. T. Mason,1,Undirected
T. Ibaraki,S. Masuyama,1,Undirected
T. Ibaraki,T. Hasegawa,1,Undirected
S. Masuyama,T. Hasegawa,1,Undirected
Joseph S. B. Mitchell,Cristian Mata,3,Undirected
Claude Puech,H. Yahia,3,Undirected
C. Mathieu,H. Yahia,1,Undirected
Claude Puech,C. Mathieu,1,Undirected
W.-C. Ni,Jeffrey Scott Vitter,1,Undirected
Yossi Matias,Jeffrey Scott Vitter,3,Undirected
Yossi Matias,W.-C. Ni,1,Undirected
M. Wang,Jeffrey Scott Vitter,1,Undirected
Yossi Matias,M. Wang,1,Undirected
Neal Young,Jeffrey Scott Vitter,1,Undirected
Yossi Matias,Neal Young,1,Undirected
S. Sifrony,Janos Pach,3,Undirected
Janos Pach,N. Miller,1,Undirected
